order_item_id,order_id,product_id,quantity,unit_price,discount_amount
843,534,46,2,424.79,0.0
844,535,392,1,236.04,0.0
845,536,113,1,383.54,0.0
846,536,131,1,533.54,0.0
847,537,189,1,223.09,0.0
848,537,324,1,642.48,0.0
849,538,167,1,1297.56,194.63
850,539,450,1,52.87,0.0
851,539,161,2,388.77,0.0
852,540,317,1,297.07,0.0
853,540,278,1,311.29,0.0
854,540,508,1,947.3,0.0
855,541,321,2,74.94,0.0
856,542,414,2,1262.8,63.14
857,542,244,1,13.38,0.0
858,543,511,1,606.19,0.0
859,544,102,1,104.46,0.0
860,544,194,1,1490.47,0.0
861,544,3,1,117.81,0.0
862,545,191,1,56.6,0.0
